X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Orientation_Index,SigmoidOfAreas,Class
957,966,2591828,2591841,80,12,13,8091,91,112,1648,1,0,80,8277,3162,6923,55,7500,100,1,19031,9542,11139,3077,3077,2253,6
248,255,3568704,3568718,63,12,14,7202,104,127,1648,1,0,80,3010,3571,5000,43,5833,100,1,17993,8451,11461,5000,5000,2040,6
847,858,3658081,3658092,84,15,11,8532,83,118,1646,1,0,80,9575,3058,10000,67,7333,100,0.5,19243,10414,10414,0,0,2300,6
953,962,3681237,3681252,79,12,15,8132,86,124,1646,1,0,80,8311,4148,6000,55,7500,100,1,18976,9542,11761,4000,4000,2469,6
532,542,3706296,3706306,66,14,10,7519,97,132,1646,1,0,80,6464,3400,10000,61,7143,100,0.5,18195,10000,10000,0,0,2061,6
253,279,3802023,3802044,350,31,25,37664,78,134,1648,1,0,80,3070,3590,8077,158,8387,84,0,25441,14150,13222,-1923,-1923,8355,6
63,73,3947227,3947239,85,11,12,9693,95,133,1648,1,0,80,765,2917,8333,61,9091,100,1,19294,10000,10792,1667,1667,2288,6
389,404,4072432,4072440,82,16,9,9431,100,127,1648,1,0,80,4721,3167,5333,91,9375,88.89,0,19138,11761,9031,-4667,-4667,2288,6
576,583,4235272,4235283,60,11,11,6887,102,127,1648,1,0,80,6990,2208,6364,43,6364,100,1,17781,8451,10414,3636,3636,1822,6
93,103,4630871,4630888,108,17,17,12886,102,135,1648,1,0,80,1129,3647,5882,61,5882,100,1,20334,10000,12305,4118,4118,2928,6
395,404,4726828,4726836,57,10,8,6684,101,136,1646,1,0,80,4800,2083,8889,55,9000,100,0,17559,9542,9031,-1111,-1111,1773,6
61,67,799291,799301,34,8,10,2588,61,95,1690,1,0,211,722,4333,6000,36,7500,100,1,15315,7782,10000,4000,4000,1659,6
1538,1562,830518,830524,51,25,11,4561,77,103,1686,1,0,211,1471,6458,2500,142,9600,54.54,0,17076,13802,7782,-7500,-7500,2583,6
477,488,1134907,1134921,116,18,14,11801,64,134,1692,1,0,143,5638,2467,7857,65,6111,100,1,20645,10414,11461,2143,2143,2712,6
965,975,1219062,1219077,79,17,15,10188,115,149,1682,1,0,143,8407,4733,6667,60,5882,100,1,18976,10000,11761,3333,3333,2660,6
1474,1489,1248833,1248844,114,18,12,13680,101,141,1694,1,0,60,2420,3091,7333,88,8333,91.67,0,20569,11761,10414,-2667,-2667,2860,6
933,941,271824,271831,38,9,7,3963,85,119,1696,1,0,100,8903,3214,8750,47,8889,100,0,15798,9031,8451,-1250,-1250,1622,6
1135,1141,287964,287972,32,9,8,3772,105,133,1698,1,0,100,6561,3333,7500,35,6667,100,1,15051,7782,9031,2500,2500,1551,6
1179,1185,496422,496428,25,6,6,2918,105,133,1694,1,0,100,6009,3056,10000,35,10000,100,0.5,13979,7782,7782,0,0,1449,6
976,985,733668,733675,45,10,7,4664,86,126,1694,1,0,100,8371,2857,7778,53,9000,100,0,16532,9542,8451,-2222,-2222,1687,6
611,625,468991,469023,223,31,32,25800,106,130,1626,1,0,70,7515,5022,4375,86,4516,100,1,23483,11461,15051,5625,5625,7254,6
1441,1450,492452,492461,62,12,9,6582,91,124,1626,1,0,70,2165,2346,10000,55,7500,100,0.5,17924,9542,9542,0,0,1862,6
359,370,652992,653004,84,13,12,9522,87,134,1628,1,0,70,4410,3636,9167,68,8461,100,1,19243,10414,10792,833,833,2432,6
1224,1237,812031,812044,137,16,13,14536,81,128,1626,1,0,70,4785,1893,10000,80,8125,100,0.5,21367,11139,11139,0,0,2914,6
729,742,832264,832282,148,21,19,15761,96,117,1626,1,0,70,8967,3675,7222,80,6191,94.74,1,21703,11139,12553,2778,2778,3882,6
869,877,899390,899399,52,9,9,5483,91,119,1626,1,0,70,9213,2778,8889,49,8889,100,1,17160,9031,9542,1111,1111,1773,6
1009,1020,1067161,1067171,68,14,10,7634,96,132,1624,1,0,70,7438,3818,9091,68,7857,100,0,18325,10414,10000,-909,-909,2173,6
1410,1420,1164921,1164931,60,12,10,6342,88,124,1624,1,0,70,2512,4000,10000,62,8333,100,0.5,17781,10000,10000,0,0,2061,6
1515,1528,1206028,1206040,113,14,12,10683,75,110,1624,1,0,70,1182,2756,9231,80,9286,100,0,20531,11139,10792,-769,-769,2739,6
386,394,1304617,1304626,51,10,9,5795,100,133,1624,1,0,70,4754,2917,8889,49,8000,100,1,17076,9031,9542,1111,1111,1773,6
1267,1278,1340865,1340875,70,12,10,7890,91,131,1624,1,0,70,4261,3636,9091,68,9167,100,0,18451,10414,10000,-909,-909,2173,6
1065,1075,1379196,1379206,66,13,10,7502,98,135,1624,1,0,70,6761,3400,10000,62,7692,100,0.5,18195,10000,10000,0,0,2061,6
1297,1308,1439661,1439674,104,16,13,12367,110,132,1626,1,0,70,3911,2727,8461,68,6875,100,1,20170,10414,11139,1539,1539,2570,6
101,114,1467096,1467110,140,18,14,15073,90,127,1624,1,0,70,1244,2308,9286,80,7222,100,1,21461,11139,11461,714,714,3097,6
924,935,1519112,1519120,64,14,8,6913,94,121,1624,1,0,70,8485,2727,7273,68,7857,100,0,18062,10414,9031,-2727,-2727,1934,6
993,1004,1589161,1589168,57,12,7,6528,103,126,1626,1,0,70,7651,2597,6364,68,9167,100,0,17559,10414,8451,-3636,-3636,1822,6
996,1009,1627293,1627306,114,16,14,12284,79,126,1626,1,0,70,7589,3254,10000,80,8125,92.86,0.5,20569,11139,11139,0,0,2914,6
984,994,1802170,1802178,58,10,8,6651,99,134,1628,1,0,70,7789,2750,8000,61,10000,100,0,17634,10000,9031,-2000,-2000,1852,6
586,616,1862942,1862979,767,42,37,55228,12,134,1624,1,0,70,7217,3090,8108,185,7143,100,1,28848,14771,15682,1892,1892,9954,6
1215,1223,1940686,1940699,66,10,13,7467,101,123,1624,1,0,70,4938,3654,6154,49,8000,100,1,18195,9031,11139,3846,3846,2105,6
990,998,1973168,1973176,59,8,8,6543,93,122,1622,1,0,70,7694,781,10000,49,10000,100,0.5,17708,9031,9031,0,0,1696,6
1233,1245,2093622,2093633,93,14,11,10797,91,134,1696,1,0,85,5318,2955,9167,71,8571,100,0,19685,10792,10414,-833,-833,2432,6
853,862,15184,15196,84,11,12,10694,102,150,1696,1,0,85,9835,2222,7500,53,8182,100,1,19243,9542,10792,2500,2500,2150,6
1123,1140,34172,34180,76,18,8,10680,130,150,1698,1,0,85,6572,4412,4706,100,9444,100,0,18808,12305,9031,-5294,-5294,2482,6
965,975,71777,71788,63,16,12,9037,136,156,1696,1,0,85,8502,4273,9091,59,6250,91.67,1,17993,10000,10414,909,909,2173,6
806,815,1204128,1204136,52,10,8,5328,83,124,1352,1,0,80,7944,2778,8889,67,9000,100,0,17160,9542,9031,-1111,-1111,1773,6
726,738,1286481,1286491,84,12,10,8949,84,125,1352,1,0,80,9083,3000,8333,89,10000,100,0,19243,10792,10000,-1667,-1667,2288,6
770,780,1608591,1608609,121,14,18,12773,91,124,1354,1,0,80,8479,3278,5556,74,7143,100,1,20828,10000,12553,4444,4444,3068,6
893,902,1664446,1664455,61,11,9,6682,92,133,1356,1,0,80,6696,2469,10000,66,8182,100,0.5,17853,9542,9542,0,0,1862,6
559,571,1975680,1975691,75,15,11,8166,89,140,1352,1,0,80,8269,4318,9167,89,8000,100,0,18751,10792,10414,-833,-833,2432,6
919,928,2702154,2702164,72,14,10,7551,82,132,1356,1,0,80,6313,2000,9000,66,6429,100,1,18573,9542,10000,1000,1000,1954,6
895,904,10343919,10343928,50,11,9,6005,112,127,1360,0,1,40,6706,3827,10000,66,8182,100,0.5,16990,9542,9542,0,0,1862,6
312,322,10391495,10391507,88,13,12,9643,91,126,1358,0,1,40,4595,2667,8333,74,7692,100,1,19445,10000,10792,1667,1667,2288,6
1145,1159,10507433,10507445,107,15,12,12374,104,126,1358,0,1,40,2931,3631,8571,103,9333,100,0,20294,11461,10792,-1429,-1429,2901,6
681,692,564704,564721,147,17,17,14809,78,118,1358,0,1,50,9808,2139,6471,81,6471,100,1,21673,10414,12305,3529,3529,3168,6
771,778,1264388,1264403,84,9,15,9968,107,133,1358,0,1,50,8542,2000,4667,52,7778,100,1,19243,8451,11761,5333,5333,2116,6
755,761,1362991,1362998,32,6,7,3355,98,111,1358,0,1,50,8792,2381,8571,44,10000,100,1,15051,7782,8451,1429,1429,1499,6
735,746,1759941,1759951,62,11,10,6884,93,127,1360,0,1,50,9029,4364,9091,81,10000,100,0,17924,10414,10000,-909,-909,2173,6
338,348,393428,393468,273,31,40,29865,93,125,1376,0,1,40,4913,3175,2500,73,3226,100,1,24362,10000,16021,7500,7500,6574,6
496,527,3889348,3889402,1176,67,60,117153,56,124,1668,0,1,40,5947,2975,5741,186,4627,90,1,30704,14914,17324,4259,4259,9999,6
1259,1302,3928519,3928612,2400,96,95,260185,69,132,1664,0,1,40,4351,3999,4624,258,4479,97.9,1,33802,16335,19685,5376,5376,10000,6
734,747,3980510,3980528,177,18,18,19435,91,126,1666,0,1,40,8812,2436,7222,78,7222,100,1,22480,11139,12553,2778,2778,3882,6
733,740,4022585,4022595,61,10,10,6588,91,119,1668,0,1,40,8789,1286,7000,42,7000,100,1,17853,8451,10000,3000,3000,1753,6
1110,1126,4349724,4349745,220,19,21,27851,115,140,1666,0,1,40,6483,3452,7619,96,8421,100,1,23424,12041,13222,2381,2381,5560,6
282,291,455871,455881,67,11,10,7391,96,125,1374,0,1,40,4105,2556,9000,66,8182,100,1,18261,9542,10000,1000,1000,1954,6
572,584,228293,228336,341,39,43,44484,121,140,1362,0,1,40,8399,3392,2791,88,3077,100,1,25327,10792,16335,7209,7209,8061,6
522,528,281944,281958,57,8,14,6661,110,125,1362,0,1,40,7665,3214,4286,44,7500,100,1,17559,7782,11461,5714,5714,1892,6
1038,1047,603596,603608,80,12,12,9136,100,133,1358,0,1,40,4580,2593,7500,66,7500,100,1,19031,9542,10792,2500,2500,2150,6
575,587,1279980,1279991,111,15,11,11861,84,124,1362,0,1,40,8443,1591,9167,88,8000,100,0,20453,10792,10414,-833,-833,2432,6
803,814,135392,135403,98,14,11,10137,84,126,1358,0,1,200,8012,1901,10000,81,7857,100,0.5,19912,10414,10414,0,0,2300,6
1145,1157,2613103,2613123,168,15,20,19901,105,135,1362,0,1,40,3010,3000,6000,88,8000,100,1,22253,10792,13010,4000,4000,3977,6
371,385,2794886,2794911,172,24,25,19549,105,125,1362,0,1,40,5448,5086,5600,103,5833,100,1,22355,11461,13979,4400,4400,5789,6
355,378,2820561,2820612,631,46,51,68349,91,133,1364,0,1,40,5205,4621,4510,169,5000,100,1,28000,13617,17076,5490,5490,9970,6
362,388,2839568,2839625,1015,49,59,105560,76,132,1364,0,1,40,5308,3151,4561,191,5306,96.61,1,30065,14150,17559,5439,5439,9996,6
228,253,3458746,3458793,561,57,50,60112,61,124,1362,0,1,40,3348,5225,5319,184,4386,94,1,27490,13979,16721,4681,4681,9970,6
787,1316,3544454,3544490,8391,609,343,991612,103,140,1364,0,1,40,704,5594,680,3878,8686,10.5,0,39238,27235,15563,-9319,-9319,10000,6
395,419,4680348,4680372,158,65,39,18480,111,126,1364,0,1,40,5792,7257,10000,176,3692,61.54,0.5,21987,13802,13802,0,0,8612,6
1338,1346,7851,7865,60,13,14,5577,86,102,1366,0,1,185,293,4643,5714,59,6154,100,1,17781,9031,11461,4286,4286,2195,6
10,17,783146,783156,51,10,10,5141,93,116,1364,0,1,185,147,2714,7000,51,7000,100,1,17076,8451,10000,3000,3000,1753,6
1221,1232,87916,87927,90,17,11,9216,85,124,1362,0,1,175,1909,2562,10000,81,6471,100,0.5,19542,10414,10414,0,0,2300,6
751,763,424082,424112,212,38,32,23916,90,125,1358,0,1,175,8763,4111,4000,88,3158,93.75,1,23263,10792,14771,6000,6000,5951,6
1289,1305,534066,534095,217,60,39,26032,108,133,1360,0,1,175,809,5323,5517,118,2667,74.36,1,23365,12041,14624,4483,4483,7462,6
1015,1023,639490,639507,81,17,17,10095,113,143,1362,0,1,175,4978,4044,4706,59,4706,100,1,19085,9031,12305,5294,5294,2482,6
693,705,697863,697905,239,30,43,27364,100,126,1360,0,1,175,9632,5258,2857,88,4000,97.67,1,23784,10792,16233,7143,7143,7933,6
979,992,724192,724202,59,15,11,7330,112,141,1360,0,1,175,5412,5462,7692,96,8667,90.91,0,17708,11139,10000,-2308,-2308,2408,6
950,957,852041,852053,63,9,12,7758,115,141,1360,0,1,175,5926,2500,5833,52,7778,100,1,17993,8451,10792,4167,4167,1892,6
1044,1054,950109,950148,215,28,39,25269,105,134,1360,0,1,175,4500,4487,2564,74,3571,100,1,23324,10000,15911,7436,7436,6422,6
98,164,189519,189532,350,107,39,46379,125,143,1364,0,1,100,1437,5921,1970,484,6168,33.33,0,25441,18195,11139,-8030,-8030,9760,6
1131,1159,288152,288161,112,44,16,14403,120,141,1364,0,1,100,3006,5556,3214,205,6364,56.25,0,20492,14472,9542,-6786,-6786,4170,6
125,149,356611,356625,170,39,20,22467,123,141,1362,0,1,100,1836,4940,5833,176,6154,70,0,22304,13802,11461,-4167,-4167,5560,6
81,109,373946,373961,153,58,29,19616,118,143,1362,0,1,100,1189,6357,5357,206,4828,51.72,0,21847,14472,11761,-4643,-4643,6868,6
157,179,395408,395420,140,43,13,17898,118,141,1360,0,1,100,2309,4697,5454,162,5116,92.31,0,21461,13424,10792,-4545,-4545,4366,6
159,194,413476,413490,168,53,30,21548,120,143,1362,0,1,100,2335,6571,4000,257,6604,46.67,0,22253,15441,11461,-6000,-6000,7776,6
239,282,505112,505127,226,64,33,28906,120,141,1360,0,1,100,3515,6496,3488,316,6719,45.45,0,23541,16335,11761,-6512,-6512,9076,6
315,341,530471,530483,116,32,19,14912,121,142,1360,0,1,100,4632,6282,4615,191,8125,63.16,0,20645,14150,10792,-5385,-5385,5162,6
305,318,551913,551924,104,18,12,11469,97,126,1360,0,1,100,4485,2727,8461,96,7222,91.67,0,20170,11139,10414,-1539,-1539,2570,6
309,320,574196,574216,156,17,20,15848,74,127,1362,0,1,100,4537,2909,5500,81,6471,100,1,21931,10414,13010,4500,4500,3663,6
187,203,594752,594771,136,50,27,17433,119,143,1364,0,1,100,2742,5526,8421,117,3200,70.37,1,21335,12041,12787,1579,1579,5029,6
311,323,618457,618502,377,33,45,36933,59,132,1364,0,1,100,4560,3018,2667,88,3636,100,1,25763,10792,16532,7333,7333,8299,6
1318,1329,2287245,2287276,224,25,31,22017,77,126,1364,0,1,100,513,3431,3548,81,4400,100,1,23503,10414,14914,6452,6452,5642,6
1293,1304,3626796,3626816,163,18,20,16916,83,126,1362,0,1,50,852,2591,5500,81,6111,100,1,22122,10414,13010,4500,4500,3663,6
794,806,2294295,2294312,172,14,18,19457,91,134,1360,0,1,40,8147,1569,7059,88,8571,94.44,1,22355,10792,12305,2941,2941,3419,6
1215,1232,1545468,1545486,184,42,22,22708,115,135,1628,0,1,120,4865,3987,9444,104,4048,81.82,1,22648,12305,12553,556,556,5063,6
822,842,820681,820708,304,30,28,34001,85,133,1360,0,1,175,7618,4370,7407,147,6667,96.43,1,24829,13010,14314,2593,2593,8299,6
1283,1297,324225,324243,140,22,19,16020,105,126,1358,0,1,40,898,4444,7778,103,6364,94.74,1,21461,11461,12553,2222,2222,4170,6
749,768,337093,337112,262,21,19,29349,88,133,1360,0,1,40,8706,2742,10000,140,9048,100,0.5,24183,12787,12787,0,0,5967,6
1120,1141,350893,350910,261,27,17,29526,88,132,1356,0,1,40,3171,2689,8095,155,7778,100,0,24166,13222,12305,-1905,-1905,5903,6
1192,1205,521912,521925,101,22,13,11601,108,125,1356,0,1,40,2227,4024,10000,96,5909,100,0.5,20043,11139,11139,0,0,2914,6
498,509,261713,261732,144,17,19,15785,88,132,1356,0,1,40,7345,3110,5789,81,6471,100,1,21584,10414,12787,4211,4211,3494,6
354,370,409908,409918,116,19,10,12174,82,126,1360,0,1,40,5206,2750,6250,118,8421,100,0,20645,12041,10000,-3750,-3750,2792,6
860,883,61614,61648,563,36,34,58906,83,133,1306,0,1,40,6478,2801,6765,176,6389,100,1,27505,13617,15315,3235,3235,9608,6
581,652,148364,148463,3187,208,198,336567,87,127,1306,0,1,40,8897,5466,7172,544,3413,50,1,35034,18513,19956,2828,2828,10000,6
1214,1227,365205,365227,210,20,22,21547,70,127,1308,0,1,40,1239,2657,5909,99,6500,100,1,23222,11139,13424,4091,4091,4729,6
818,829,657566,657580,112,13,14,12587,86,133,1306,0,1,40,7305,2727,7857,84,8461,100,1,20492,10414,11461,2143,2143,2712,6
19,28,877413,877428,114,14,15,11442,81,125,1306,0,1,40,291,1556,6000,69,6429,100,1,20569,9542,11761,4000,4000,2469,6
71,86,1119116,1119168,446,43,52,48231,96,127,1308,0,1,40,1086,4282,2885,115,3488,100,1,26493,11761,17160,7115,7115,9603,6
262,274,849219,849235,139,15,16,14610,71,126,1690,1,0,120,3101,2760,7500,71,8000,100,1,21430,10792,12041,2500,2500,3241,6
112,127,33720,33737,178,16,17,17274,69,125,1692,1,0,80,1324,3020,8824,89,9375,100,1,22504,11761,12305,1177,1177,4219,6
118,133,125813,125827,128,17,15,14234,87,133,1692,1,0,80,1395,3905,9333,89,8824,93.33,0,21072,11761,11461,-667,-667,3509,6
559,592,274608,274631,460,52,41,54324,103,134,1694,1,0,80,6600,3939,6970,195,6346,56.1,0,26628,15185,13617,-3030,-3030,9546,6
181,191,398801,398815,112,15,14,11998,87,126,1794,1,0,80,2018,2000,7143,56,6667,100,1,20492,10000,11461,2857,2857,2532,6
1494,1506,547500,547511,102,15,11,9367,77,110,1696,1,0,80,2241,2273,9167,71,8000,100,0,20086,10792,10414,-833,-833,2432,6
1539,1556,625496,625516,260,24,20,21865,52,110,1692,1,0,80,1608,2353,8500,100,7083,100,1,24150,12305,13010,1500,1500,5626,6
1348,1360,662867,662880,106,16,14,10152,73,124,1696,1,0,80,3962,3205,9231,71,7500,92.86,1,20253,10792,11139,769,769,2739,6
763,780,677184,677200,178,20,16,17592,50,126,1694,1,0,80,9008,3456,9412,100,8500,100,0,22504,12305,12041,-588,-588,4498,6
189,232,712491,712528,561,106,62,75006,120,150,1694,1,0,80,2231,6474,8605,254,4057,59.68,0,27490,16335,15682,-1395,-1395,9998,6
1641,1664,769086,769100,186,35,18,19132,87,125,1694,1,0,80,354,4224,6087,136,6571,77.78,0,22695,13617,11461,-3913,-3913,5329,6
1372,1388,784148,784164,131,22,17,16983,118,142,1694,1,0,80,3613,4883,10000,94,7273,94.12,0.5,21173,12041,12041,0,0,4235,6
91,178,815573,815711,3234,198,207,348957,75,141,1692,1,0,80,1076,7306,6304,514,4394,66.67,1,35097,19395,21399,3696,3696,10000,6
161,317,830128,830232,4663,709,425,606744,115,156,1694,1,0,80,1901,7126,6667,921,2200,24.47,0,36687,21931,20170,-3333,-3333,10000,6
284,335,841077,841149,1095,192,134,142791,117,150,1694,1,0,80,3353,7018,7083,301,2656,53.73,1,30394,17076,18573,2917,2917,10000,6
174,222,884609,884631,505,83,41,56864,97,127,1694,1,0,80,2054,5218,4583,283,5783,53.66,0,27033,16812,13424,-5417,-5417,9935,6
90,131,906500,906534,571,58,43,62823,73,252,1692,1,0,80,1064,5904,8293,242,7069,79.07,0,27566,16128,15315,-1707,-1707,9993,6
195,225,921071,921130,790,103,83,104560,119,149,1692,1,0,80,2305,5537,5085,177,2913,71.08,1,28976,14771,17708,4915,4915,9999,6
73,110,939291,939346,903,76,83,100112,91,134,1694,1,0,80,862,5563,6727,218,4868,66.26,1,29557,15682,17404,3273,3273,10000,6
95,127,961065,961092,551,44,27,53142,56,128,1692,1,0,80,1123,3623,8438,189,7273,100,0,27411,15051,14314,-1563,-1563,9769,6
174,203,1008474,1008502,328,69,41,37200,101,126,1692,1,0,80,2057,5961,9655,171,4203,68.29,0,25159,14624,14472,-345,-345,9676,6
57,81,1022956,1022976,270,31,25,31583,95,135,1694,1,0,80,673,4375,8333,142,7742,80,0,24314,13802,13010,-1667,-1667,7659,6
293,314,1044255,1044283,210,41,29,27761,119,148,1694,1,0,80,3459,6429,7500,124,5122,96.55,1,23222,13222,14472,2500,2500,8705,6
387,403,1349016,1349036,231,25,20,23488,65,126,1694,1,0,80,4569,2781,8000,94,6400,100,1,23636,12041,13010,2000,2000,5296,6
1203,1218,75224,75234,109,18,11,11425,71,133,1684,1,0,70,5534,2733,6667,89,8333,90.91,0,20374,11761,10000,-3333,-3333,2660,6
630,649,96205,96225,254,26,20,28955,89,135,1684,1,0,70,7482,3316,9500,113,7308,100,1,24048,12787,13010,500,500,6268,6
888,900,172100,172111,105,15,11,10269,59,126,1686,1,0,70,9324,2045,9167,71,8000,100,0,20212,10792,10414,-833,-833,2432,6
1111,1126,238390,238406,166,17,16,16566,61,134,1686,1,0,70,6643,3083,9375,89,8824,100,1,22201,11761,12041,625,625,3977,6
1272,1286,290640,290652,125,15,12,12560,61,125,1688,1,0,70,4763,2560,8571,83,9333,100,0,20969,11461,10792,-1429,-1429,2901,6
832,856,310567,310597,335,39,31,35066,82,127,1690,1,0,70,9846,5347,8000,142,6154,96.77,1,25250,13802,14771,2000,2000,9419,6
671,682,334988,335000,101,12,12,11471,81,140,1690,1,0,70,7941,2349,9167,65,9167,100,1,20043,10414,10792,833,833,2432,6
1073,1088,433186,433198,143,15,12,14669,61,127,1686,1,0,70,7094,2056,8000,89,10000,100,0,21553,11761,10792,-2000,-2000,3068,6
1121,1135,507537,507548,114,17,11,11979,67,132,1688,1,0,70,6552,2597,7857,83,8235,100,0,20569,11461,10414,-2143,-2143,2712,6
567,580,532545,532556,110,16,11,11890,75,140,1690,1,0,70,6710,2308,8461,77,8125,100,0,20414,11139,10414,-1539,-1539,2570,6
1210,1222,563227,563239,114,14,12,12063,79,127,1688,1,0,70,5521,2083,10000,71,8571,100,0.5,20569,10792,10792,0,0,2583,6
1031,1045,621518,621530,115,15,12,11562,68,127,1688,1,0,70,7618,3155,8571,83,9333,100,0,20607,11461,10792,-1429,-1429,2901,6
1128,1141,643180,643193,124,17,13,13135,81,127,1686,1,0,70,6465,2663,10000,77,7647,100,0.5,20934,11139,11139,0,0,2914,6
1077,1090,699354,699365,114,15,11,11778,71,132,1690,1,0,70,7101,2028,8461,77,8667,100,0,20569,11139,10414,-1539,-1539,2570,6
1034,1047,778450,778465,132,16,15,13800,68,140,1688,1,0,70,7595,3231,8667,77,8125,100,1,21206,11139,11761,1333,1333,3285,6
604,621,850713,850745,282,37,33,33577,61,159,1688,1,0,70,7156,4816,5313,101,4595,96.97,1,24502,12305,15051,4688,4688,8336,6
1598,1610,1569522,1569536,125,14,14,12047,73,125,1688,1,0,70,924,2560,8571,71,8571,100,1,20969,10792,11461,1429,1429,2901,6
1611,1629,1720569,1720592,263,25,23,24172,59,124,1688,1,0,70,699,3647,7826,107,7200,100,1,24200,12553,13617,2174,2174,6781,6
1457,1466,1928741,1928773,192,24,32,19002,82,125,1688,1,0,70,2630,3333,2813,53,3750,100,1,22833,9542,15051,7188,7188,4763,6
1065,1078,1955642,1955655,121,18,14,12705,65,150,1688,1,0,70,7228,2840,10000,77,7222,92.86,0.5,20828,11139,11139,0,0,2914,6
1619,1637,2051872,2051892,248,18,20,22134,53,124,1692,1,0,70,650,3111,9000,106,10000,100,1,23944,12553,13010,1000,1000,5951,6
1449,1461,2083961,2083975,108,17,14,10704,69,127,1690,1,0,70,2710,3571,8571,71,7059,100,1,20334,10792,11461,1429,1429,2901,6
1630,1644,2115318,2115330,115,17,12,10115,67,116,1690,1,0,70,544,3155,8571,83,8235,100,0,20607,11461,10792,-1429,-1429,2901,6
1588,1610,3353146,3353173,408,30,27,37889,57,125,1690,1,0,70,947,3131,8148,130,7333,100,1,26107,13424,14314,1852,1852,8749,6
1069,1101,49572,49595,463,37,24,53525,97,132,1358,0,1,40,3785,3709,7188,236,8649,95.83,0,26656,15051,13617,-2813,-2813,9474,6
909,918,340224,340244,121,12,20,14047,97,134,1356,0,1,40,6460,3278,4500,66,7500,100,1,20828,9542,13010,5500,5500,3068,6
896,904,726664,726679,75,16,15,9062,104,132,1356,0,1,40,6667,3750,5333,59,5000,100,1,18751,9031,11761,4667,4667,2288,6
896,904,801872,801889,65,12,17,7974,113,135,1354,0,1,40,6647,5221,4706,59,6667,100,1,18129,9031,12305,5294,5294,2482,6
581,594,55732,55743,108,14,11,11169,77,127,1322,0,1,40,8790,2448,8461,98,9286,100,0,20334,11139,10414,-1539,-1539,2570,6
1245,1254,964339,964360,133,16,21,14874,105,125,1322,0,1,40,1029,2963,4286,68,5625,100,1,21239,9542,13222,5714,5714,3197,6
1160,1168,1225386,1225405,63,21,19,7273,107,126,1320,0,1,40,2303,5855,4211,61,3810,100,1,17993,9031,12787,5789,5789,2686,6
778,786,1281918,1281928,50,10,10,5867,105,132,1324,0,1,40,8127,3750,8000,60,8000,100,1,16990,9031,10000,2000,2000,1852,6
1157,1164,1331507,1331522,62,13,15,7312,109,127,1322,0,1,40,2390,4095,4667,53,5385,100,1,17924,8451,11761,5333,5333,2116,6
476,493,185445,185462,204,27,21,21661,98,116,1696,0,1,60,5613,2941,10000,100,6296,80.95,0.5,23096,12305,12305,0,0,4779,6
778,800,534067,534079,104,31,17,10675,89,124,1368,1,0,80,8304,6061,5454,161,7097,70.59,0,20170,13424,10792,-4545,-4545,4366,6
1268,1285,571986,572004,196,23,18,18986,82,118,1368,1,0,80,1213,3595,9444,124,7391,100,1,22923,12305,12553,556,556,5063,6
377,434,1171429,1171441,181,83,34,23075,113,151,1370,1,0,80,5504,7354,2105,416,6867,35.29,0,22577,17559,10792,-7895,-7895,9272,6
391,420,1312199,1312217,129,48,35,16308,112,150,1368,1,0,80,5716,7529,6207,212,6042,51.43,0,21106,14624,12553,-3793,-3793,8123,6
691,713,1446060,1446073,143,39,24,15000,93,119,1366,1,0,80,9561,5000,5909,161,5641,54.17,0,21553,13424,11139,-4091,-4091,4729,6
227,256,1593586,1593597,126,51,36,15951,112,148,1368,1,0,80,3319,6050,3793,212,5686,30.56,0,21004,14624,10414,-6207,-6207,5279,6
174,205,1775809,1775815,110,32,17,13904,111,149,1368,1,0,80,2544,4086,1936,227,9688,35.29,0,20414,14914,7782,-8065,-8065,3154,6
1038,1051,2506147,2506159,101,16,12,10318,74,124,1364,1,0,80,4589,3526,9231,95,8125,100,0,20043,11139,10792,-769,-769,2739,6
1069,1092,2685547,2685564,181,38,25,17588,82,124,1362,1,0,80,3965,5371,7391,169,6053,68,0,22577,13617,12305,-2609,-2609,6438,6
1066,1088,2750749,2750765,122,31,23,11743,82,116,1364,1,0,80,4047,6534,7273,161,7097,69.56,0,20864,13424,12041,-2727,-2727,5822,6
1068,1085,2783339,2783352,105,24,15,10605,90,124,1364,1,0,80,4091,5249,7647,125,7083,86.67,0,20212,12305,11139,-2353,-2353,3678,6
1069,1090,2993390,2993405,113,40,21,10613,82,116,1364,1,0,80,4018,6413,7143,154,5250,71.43,0,20531,13222,11761,-2857,-2857,5212,6
1065,1083,3029617,3029632,155,27,17,14896,83,126,1364,1,0,80,4120,4259,8333,132,6667,88.24,0,21903,12553,11761,-1667,-1667,4465,6
1177,1195,3120281,3120291,107,27,11,10136,81,126,1364,1,0,80,2478,4056,5556,132,6667,90.91,0,20294,12553,10000,-4444,-4444,3068,6
