Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
75359,1046443,395435170.8,245074469.5,161353066.2,784792263,76422,309758065,725764201,986090393,864796327,783334635,5247352,1218735,613613150,990083631
75375,1069909,423712540.4,228625177.3,185330655.8,841936808,76234,309790946.7,787568178,988732062,827453329,731134713,5621394,990862,534557969,990699789
75381,1063533,411674568.9,235345583.8,174923430.6,820477580,76665,309803276.5,767002442,983251810,837471080,752544121,5461251,1080438,566322654,990631014
75389,1081439,423120484.4,231357165.1,182886267.8,837271152,77225,309819715.4,761443520,976225316,810053666,732225753,5612496,995213,536154554,980553052
75410,1045854,410131488.8,235945728.5,173824502.5,817947488,76328,309862863.3,759461800,987972959,866356586,755520782,5438688,1093099,570811653,992210516
75482,1058086,416943418.3,233570213,178508814.5,828359803,76513,310010753.5,760523929,986525166,847249511,743531952,5523746,1041387,552839763,986867707
75489,1049908,404655826.7,239283854.4,169111212.2,806431993,76318,310025128,732227557,989137556,860579599,766145222,5360461,1139269,586978501,992646458
75507,1063461,414650545.1,233916333.4,177264468.5,825686772,76890,310062087.8,702129440,982013266,838984513,747767226,5491551,1059109,559155824,991184600
75510,1068728,415245585.1,232596373.4,178526250.9,828396802,76172,310068247.4,709020742,991309142,830768381,746710521,5499213,1054604,557576603,995420605
75515,1043179,403919394.1,239473009.7,168670112.2,805295780,76287,310078513,706262509,989880320,872017939,767674238,5348863,1145906,589323735,994013006
75531,1065318,400635960.5,242103777,165481086.4,796757881,76813,310111360.7,802343368,983310117,836327868,774047742,5304259,1174561,599149908,991479776
75554,1074615,416135707.2,234053808.6,177794888.2,826834111,76844,310158573.3,763110052,983212743,822169817,745330352,5507792,1048462,555517334,987681423
75606,1066561,412469849.3,234249191,176081653.7,823084906,76371,310265288.1,800707447,989983109,835208158,752213255,5455517,1077407,565824782,996313632
75608,1063245,419540531.7,232387576.7,180534836.5,832576739,76934,310269391.8,748586648,982764447,840448132,739545690,5548891,1023873,546927827,987395258
75614,1086054,430479464.3,224201345.1,192005745.6,853667894,76304,310281702.5,713292518,990957224,805581043,720781659,5693119,947862,519526200,997520155
75622,1056956,418386050.6,230779396.3,181292635.9,834112483,76182,310298116.1,710405922,992649182,850636877,741655023,5532597,1032563,550052173,997204084
75650,1074366,419983661.4,231823943.1,181164920.2,833855203,76498,310355556.7,788513654,988914743,823596106,738970549,5551668,1021202,546077472,989300815
75667,1043897,408840100.1,238428767.7,171472639,812340507,77183,310390426.1,778707420,980358369,872571614,759197608,5403149,1107251,576381008,988335726
75674,1065907,415558894.9,234593373.1,177140082.6,825415990,77018,310404783,799463320,982549534,836985484,746957379,5491436,1054506,557945326,988344812
75698,1060111,414115150.7,235806470.3,175616534.3,822045045,77042,310454001.5,757404146,982554970,846431052,749680375,5470622,1065911,562020665,987001214
75698,1058905,415308997.4,233413957.1,177928090.8,827120379,76255,310454001.5,773367661,992695561,848360172,747525345,5486393,1056745,558794141,994251747
75706,1054586,408598293.8,237619029.9,171955206.6,813512950,76512,310470406,807401482,989465705,855413621,759842639,5397172,1109790,577360836,992802019
75720,1046460,406820720.5,238382624.5,170658713.7,810336502,76733,310499111.6,769394909,986798379,868910818,763233277,5372698,1124609,582525035,994129731
75721,1037679,407021346.1,238267246.9,170825554.7,810750030,76337,310501161.9,728892525,991930519,883690425,762862108,5375277,1122961,581958595,994133998
75761,1040267,407384014.9,237768531,171336388.9,812007371,76319,310583163,755479548,992688583,879763458,762384266,5377226,1120556,581229768,995858096
75771,1052188,408713772.2,237788042,171881550,813334742,76685,310603659.9,797908637,988081111,860054939,759953985,5394066,1109801,577530059,992667617
75775,1074690,414554219.3,234117585.5,177070944.2,825265194,76841,310611858.3,714966410,986127198,824459627,749267150,5470857,1063609,561401262,994078515
75795,1060790,413520763.9,236438883.7,174895413.7,820413764,77332,310652846.9,799778411,980124657,846431052,751238811,5455779,1071886,564359751,987039321
75806,1051147,404434824.1,240603641.9,168091730,803789902,76774,310675388.4,742861063,987391565,862157350,768171705,5335129,1145930,590087768,991888738
75810,1043229,393042486.3,247110581.8,159055303.7,777638121,76802,310683584.8,805572380,987083670,875340572,790458018,5184573,1248556,624823879,993815518
75820,1061206,418872962.6,234192549.4,178858364.1,829099141,77566,310704075.1,776208026,977490137,846046534,741762068,5524571,1031660,550210966,984098333
75825,1041481,404132634.8,240343941.2,168147627.5,803936239,76515,310714319.7,739294489,990982160,878455124,768842437,5329807,1148790,591118693,993952057
75837,1074900,432640333.9,225804025.9,191599920.4,852993898,77237,310738905.4,701492951,981873972,824811833,718238410,5704871,936483,515866413,988399637
75846,1055133,416847154.5,233111272.9,178818960.3,829016047,76592,310757343.5,759424469,990260079,856107168,745494698,5495968,1047134,555762344,993808446
75852,1071325,416212729.5,235463968.8,176762810.7,824590642,77441,310769634.9,745510836,979481153,830490027,746660572,5487169,1052013,557502010,985456223
75914,1048995,415819752.6,233531969.1,178056886.3,827396472,76477,310896617.5,814501679,992638310,866931739,747671595,5477511,1055860,559012813,995360810
75923,1064916,409419777.4,239250120.1,171126257.9,811491764,77438,310915046.2,756732782,980435962,841303160,759404072,5392566,1106285,576694545,986875794
75936,1079901,420408158.6,232411803.6,180889331.8,833297909,77128,310941663.4,765599637,984545172,818256933,739618528,5536348,1021961,547035567,989528982
75962,1055876,412908948.3,236674567.6,174462745.4,819423701,76866,310994891.1,811950190,988239274,856210240,753180313,5435730,1079030,567280585,989693282
75990,1047960,409949698.1,237592436.6,172543244.2,814926120,76906,311052203,697443899,988089356,869514635,758757000,5394785,1102973,575712185,993352481
76005,1051428,416882507.7,233715844.7,178371521.3,828068041,76662,311082901.5,794399849,991429913,863958637,746212412,5484935,1049062,556832963,993231428
76030,1058572,412881987.6,236794368.1,174363094.4,819194457,77182,311134058.9,767979798,985074240,852617122,753566559,5430514,1080207,567862560,990142731
76045,1062537,419172518.3,232580595.1,180226780.4,831946073,77403,311164749.3,732413222,982455460,846432643,742330987,5512164,1032505,551055294,993149215
76051,1055349,418479569.7,232925167.6,179662667.7,830781519,76842,311177024.6,749344763,989706150,858069741,743589525,5502618,1037725,552925382,993400492
76057,1069821,412455566.4,236746169.7,174218475,818860950,77069,311189299.4,741983318,986868910,835077568,754479572,5422980,1083946,569239425,991720246
76062,1046158,404264143.7,241261974.4,167562312.6,802395304,76949,311199528,773789904,988472885,873339381,769792555,5314929,1151256,592580578,992941720
76070,1063592,413174390.5,235346983.1,175559671.6,821917259,76858,311215893.2,777446191,989747326,845032002,753231324,5431502,1078483,567357427,996050836
76081,1055587,411251643.6,236763004.7,173697594.4,817651697,76772,311238393.8,814868367,990999323,858021184,756807659,5405445,1093839,572757833,994866578
76081,1066371,424939329.3,228906310.8,185638975.1,842510460,76674,311238393.8,767982961,992265957,840754934,732430190,5585354,991506,536453984,995867677
76093,1064213,419911726.2,233456410.2,179867293.3,831205403,77371,311262938.2,803007598,983482183,844301287,741258028,5518402,1027710,549463464,988305061
76097,1053506,404921557.5,242383368.9,167058309,801053026,77694,311271119.2,753831218,979445002,861595403,768719554,5321124,1146185,590929753,987197253
76105,1095088,420100857,237154747,177142082.2,825420349,79400,311287480.6,683653578,958501259,797489575,740982732,5520017,1026485,549055409,972608183
76106,1067897,424817613.8,229627189.7,185003184.7,841323947,76853,311289525.7,681953405,990280145,838629293,732760403,5581920,992685,536937808,993352044
76114,1048047,407950841.3,239557779.8,170293297,809425796,76864,311305886.1,768331584,990242506,870788914,763096566,5359735,1121091,582316369,991645744
76120,1058695,400912540.9,242595958.2,165259365.4,796142312,76807,311318155.8,802251194,991055503,853428063,776523865,5266849,1181272,602989313,996496312
76127,1050110,405502549.1,240367573,168701020.7,805375739,76860,311332469.9,706495411,990463180,867518992,767769452,5326659,1141716,589469931,994441791
76130,1056074,414720541,235017239.4,176463880.7,823932326,76669,311338604.3,814817193,992969779,857782126,750719035,5447531,1067307,563579069,994513497
76132,1056149,413054889.4,235612507.1,175311104.9,821356971,76777,311342693.9,798891885,991599047,857682835,753756224,5425510,1080299,568148446,996027317
76135,1047656,409339935.3,237563372.9,172307679.5,814362043,76684,311348828.1,812297286,992840749,871679449,760611905,5376501,1110023,578530470,996852429
76161,1088451,430853180.2,228572747.9,188497178.4,847677476,77773,311401986.1,802370417,979273012,807838852,722756615,5657137,952236,522377125,984666140
76189,1053226,399387722.3,244820528.4,163134899.2,790090960,77268,311459223.1,719850718,986035616,863095782,779841757,5242065,1195937,608153166,992110055
76203,1061104,420256663.2,232999447.7,180368094.2,832235837,77432,311487837.7,782315439,984128009,850483769,741184769,5514962,1026664,549354861,990860893
76234,1073963,420654900.2,232147844.5,181201294.9,833928543,77222,311551189.1,801012903,987205719,830577062,740633686,5517943,1024167,548538256,993958423
76273,1085578,431624614.1,226689336.1,190403581.2,850978698,77276,311630871.1,831403968,987020550,813314707,721995134,5658944,948533,521276973,992530025
76274,1085990,420714737.2,237596826.4,177070857.2,825265004,79162,311632913.9,775142276,963517849,812708373,740722600,5515834,1024267,548669970,971534619
76278,1083778,433572589.7,225439588.2,192323182.1,854191755,76973,311641085.2,821359349,990970860,816072042,718774878,5684111,935866,516637325,993613343
76281,1082670,426217557.7,231780529.8,183888421.5,839209645,78073,311647213.5,817614714,977047123,817775388,731192810,5587467,985195,534642925,983146436
76288,1060929,416775439.1,234025112.4,178090049.8,827467451,76857,311661512.5,798125209,992596641,851713345,747792416,5463185,1053780,559193497,995867978
76301,1048715,403654195.8,243526403.4,165753770.5,797510908,77582,311688066,791668396,983488438,871816600,772166050,5290287,1160117,596240409,988290960
76321,1096901,418026049.5,234125044.1,178548198.9,828443356,77327,311728913.2,655949189,986990314,797111457,745716477,5477209,1044802,556093065,992894151
76336,1059384,420887706.9,232001721.6,181415768.8,834359942,77031,311759545,803621434,990977658,854736882,740719056,5513620,1023837,548664720,995364320
76362,1065768,420379029.4,233613382.7,179946467.3,831368968,77651,311812633,796965016,983400085,844815369,741741646,5505081,1027908,550180669,990030677
76386,1088169,430175942.3,227604020.5,189001908.4,848562481,77293,311861629.4,758361876,988265432,810645420,724962971,5631607,959567,525571310,993339806
76397,1060401,411588498.4,238442166.7,172615651,815098961,77126,311884083.4,715327715,990547935,853779871,757757043,5387496,1095687,574195736,991151708
76415,1079065,421873733.8,232959108.2,181093470.4,833710998,77948,311920823,761416515,980333043,824694824,739370096,5520824,1017727,546668139,989980304
76416,1037519,392502079.1,249438142.9,157354474.6,772094427,77162,311922863.9,758463936,990332029,892076394,794703724,5136386,1263742,631554009,993778492
76420,1073143,420352451.2,232523040.5,180778838.2,833073647,77276,311931027.6,784543205,988922822,833876439,742070200,5500555,1028884,550668182,995491542
76433,1076228,417347139,236443550.6,176510265.5,824034730,77887,311957558.2,750513055,981331930,829243730,747477409,5460300,1051450,558722477,986202528
76438,1082556,426849695.5,228689551.6,186650283.1,844369481,77160,311967761.7,738025123,990642820,819631114,730860921,5584260,982844,534157686,997006834
76440,1057912,408297551.2,241866786.6,168810921.4,805659627,77990,311971843,808349989,980125657,858284868,764079633,5341412,1123027,583817685,985548014
76443,1046079,405825804.2,241276952.1,168199158.9,804070993,77056,311977964.8,729376181,992044747,877846575,768748467,5308868,1143717,590974205,994013643
76451,1067247,409978347.4,241133431.2,170021363.4,808743587,78071,311994289.1,753004097,979249657,843457393,761001870,5362629,1109431,579123846,984634260
76452,1080322,419239127.2,235102442.6,178321893.5,827962386,77664,311996329.6,750603805,984394314,823175194,744196592,5483691,1037537,553828567,987597588
76452,1062177,420107223.9,233181280.8,180163357.2,831815769,77118,311996329.6,807989854,991363884,851539756,742658807,5495046,1031118,551542103,993676770
76477,1096502,428584483.4,232053715.6,184691928.9,840737991,78619,312047337.2,662597470,972754678,799322156,728088275,5604096,971452,530112536,979075068
76482,1065662,418285586.3,235440006.7,177661219.2,826546092,77846,312057537.7,743482065,982478226,846311302,746039424,5469072,1045058,556574822,988817614
76489,1079856,423766238.5,234103967.3,181016256.7,833554939,78182,312071817.9,680053345,978345399,824284542,736424447,5540225,1005125,542320966,981689113
76535,1064590,424342803.2,232269016.2,182694536.8,836896124,77619,312165642.8,753000787,986034347,848604217,735644956,5544428,1001635,541173502,988694422
76550,1061771,419394332,233653441,179494181.7,830431246,77240,312196231.8,800096158,991066805,853283486,744397833,5478698,1037714,554128133,994627759
76553,1071474,423696892.8,231994804.5,182632061,836773629,77861,312202349.2,803587924,983200832,837932055,736853054,5534687,1006460,542952423,991605199
76559,1054793,404532159.4,243561649,166090253.2,798434040,77900,312214583.7,789886922,982785623,864712303,771791751,5283927,1156477,595662507,989337366
76574,1077011,418752247.6,236702982.9,176910422.8,824914296,78444,312245167.9,680162015,976161338,829565954,745656100,5468596,1042821,556003020,983627293
76592,1094186,429037500.7,228813734.7,187505134.4,845914377,77712,312281865,669510490,985587811,803916545,727866129,5601597,969835,529789102,993381768
76634,1059047,424126895.7,231451298.5,183246712.6,837972551,77236,312367474.7,750100328,992205707,858619782,736495322,5534448,1004463,542425360,993976640
76655,1079305,423974835.6,232059787.7,182700691,836908183,78011,312410270.8,798522855,982617836,826917102,736860409,5530948,1005820,542963262,991997632
76659,1082968,413460709.1,236698534.4,174678187.2,819917760,77624,312418421.8,767564807,987568278,821375540,755618164,5393505,1084577,570958809,997340498
76661,1076239,420853681.5,237380889.3,177290464.6,825743281,78917,312422497.2,722671569,971413004,831700366,742354198,5489802,1028445,551089755,977029587
76682,1047949,400599310.6,245258286.2,163337727.3,790680942,77378,312465285.7,734431568,991005195,877451257,779994567,5224164,1192787,608391524,993732888
76697,1073671,417867572.7,234887218.3,177901367.2,827063007,77405,312495845.4,778997725,990853304,836076073,747834639,5448291,1051144,559256647,994925221
76709,1075733,417528952.4,236531460,176521530.1,824059585,77578,312520290.9,772559723,988798371,833004221,748499689,5443024,1053869,560251784,988965022
76727,1083993,422876760.5,233894737.8,180797894.2,833112358,78452,312556955.7,804671113,978012033,820550145,739120673,5511447,1014628,546299369,987697755
76758,1068229,407184124.3,242103275.1,168186128.1,804036932,77884,312620090.5,792954545,985542602,845288161,767761000,5304778,1136976,589456953,991384826
76761,1059433,410797935.9,240557131.1,170769386.1,810610971,78179,312626199.6,666328125,981862137,859416119,761021837,5351649,1107276,579154236,989018133
76784,1040031,390509341.1,251901401.7,155024679.7,764133121,77508,312673032.4,781134916,990659029,892047597,800680034,5085817,1289367,641088516,993845419
76786,1065286,405523114.1,243506498.1,166534822.4,799643518,77877,312677104.5,824406008,985990729,850275116,771046319,5281212,1151424,594512426,990070213
76794,1045608,395753851.2,248749833.9,159097131.9,777771731,78051,312693392.3,734126150,983895145,882672017,790120908,5153448,1238944,624291049,993229154
76798,1054564,407392327.6,241885197.5,168423835.7,804656814,77374,312701535.9,754341506,992555639,867788501,767568544,5304726,1135825,589161470,992288347
76799,1044424,400507445.4,244985227.1,163482284.3,791099820,77520,312703571.8,737430865,990699174,884732015,780768436,5215009,1195429,609599351,996586944
76819,1063539,416671107.6,235123124.6,177214005.8,825576997,77533,312744286.3,686668693,990791018,853437404,750578287,5424063,1061912,563367765,998366584
76834,1095623,431373776,229566731.7,187907791.7,846633806,78131,312774818.6,749746292,983399675,804342517,725066835,5614361,957177,525721916,987872443
76856,1086973,423987282.7,235677420.8,179901528.6,831276160,78926,312819594.1,751016260,973772901,817429165,737804191,5516645,1008369,544355024,979303010
76883,1067951,407514431.7,240755041.9,169265170.3,806826104,77526,312874537,763576593,991706008,847105559,767763084,5300449,1136060,589460154,997750733
76885,1059309,417912190.2,236548156.9,176671082.8,824389046,77779,312878606.5,808770933,988505895,861005962,748670687,5435549,1053383,560507797,990255195
76886,1069947,429428419,230644201.6,186186522.8,843521249,77989,312880641.2,780101259,985856980,843980866,728597893,5585262,970901,530854889,988380260
76890,1076649,416749391.6,237324692.1,175603047.4,822014749,78603,312888779.9,792337338,978206939,833549590,750784011,5420073,1062295,563676632,989833343
76909,1054986,414616149.8,238951713.5,173514616.7,817223889,78190,312927435.9,775730251,983616831,868347655,754740104,5390997,1079042,569632624,988395865
76912,1051122,402138689.6,245517147.8,163792506.2,791994255,77914,312933539.1,770723104,987139667,874777727,778173170,5228556,1182678,605553483,991851227
76913,1063744,412498402.3,238370756.6,173049080.4,816128304,77552,312935573.4,741473055,991760367,854152406,758634631,5363182,1095804,575526504,995943323
76929,1067562,409421327.1,242254635.2,169004538.1,806158177,78701,312968121.3,760679112,977484403,848230214,764415776,5322067,1120931,584331478,987546715
76932,1049061,410219306.5,239736707.8,171112430.1,811457756,77480,312974223.6,814353763,992927207,878446674,762943671,5332232,1114445,582083045,996016443
76932,1078688,429252926.3,230136242.3,186521219.7,844134141,78422,312974223.6,747144744,981000230,830854913,729113780,5579641,972674,531606904,991559682
76939,1075973,411331328.5,240892572.6,170753014.1,810570407,78365,312988462,751636349,981803101,835129172,760915691,5346201,1105532,578992689,988647467
76989,1070532,410738102.9,239403784,171567088.9,812570894,77720,313090145.7,710165114,990594442,844188119,762262238,5335023,1111050,581043720,996879795
77003,1080390,429379821.5,231646503.3,185359940.8,841991435,78457,313118611.2,732273955,981467555,829003565,729234574,5576144,972709,531783064,985712772
77007,1069231,411552729.7,240370821.4,171215760.4,811711652,78077,313126743.7,660380756,986295580,846441573,760842344,5344355,1104724,578881073,991135631
77038,1054205,397260984.5,248032287.9,160165028.5,781139909,77933,313189763.6,796851404,988515776,871093394,788372822,5156689,1228789,621531707,995476436
77043,1083127,409988151.9,242633306.5,168974390.9,806080683,78995,313199927,765446940,975289575,825247630,763924337,5321550,1117942,583580392,986101413
77054,1073039,407400003.6,242418032.2,168056806.6,803698386,78024,313222285.1,710384630,987567928,840957482,768832308,5287201,1139547,591103118,993389024
77062,1073309,421444657.4,234381901.8,179811092.1,831089148,77975,313238544.6,778828856,988291119,840621702,743249532,5468904,1029482,552419868,993312197
77087,1048250,402186426.2,245836211.4,163599342.8,791438040,77980,313289349.9,792668380,988548346,881579061,778965498,5217305,1184947,606787248,992699949
77093,1063375,400007897,247250967.3,161782136.4,786087515,77813,313301542,682873466,990747047,856745671,783238392,5188641,1204507,613462379,992472542
77101,1064106,419528144,237028308.6,176994953.3,825099217,78352,313317797.4,799736536,984033592,855657755,746833798,5441280,1044183,557760722,987208330
77106,1078866,424467707.2,233261154.8,181971021.9,835468692,78310,313327956.5,740563591,984625208,832459329,738166770,5504989,1008217,544890181,991542230
77107,1073559,415676981.7,237312059.6,175160496.4,821016140,77867,313329988.3,796017178,990239768,840720885,753782389,5390911,1073559,568187890,995240729
77122,1057788,406520810.3,244221841.5,166455550.3,799428697,78470,313360463.6,780587045,982821460,866145545,770834987,5271139,1147968,594186578,989056538
77128,1077519,427979781.6,232024331.1,184454699,840289123,78614,313372652.9,792324129,981097514,834780047,732213685,5548955,983880,536136880,988929669
77163,1050917,397909909.9,249776539.4,159306358.7,778438133,78361,313443747.7,727815507,984711783,877974967,787725412,5156745,1224771,620511325,988513997
77164,1062542,421447891.3,235161154.7,179216627.8,829851748,77868,313445778.8,812338141,990959059,858879792,743735549,5461716,1030821,553142567,991323455
77260,1056803,401541696.8,246406786.6,162958862.6,789576762,77980,313640697.7,803460934,990766863,869313638,781091230,5197278,1193336,610103509,994217739
77276,1089189,430743098.4,231192660,186313483.5,843754179,78423,313673172.4,708616073,985374189,818555262,728214041,5574086,966918,530295690,988012372
77282,1066269,411803179.8,240602273.2,171155149.2,811562788,77964,313685349.5,675884627,991252373,854190330,761736103,5328578,1106647,580241891,993113875
77285,1062163,419576865,236751787.1,177222258.9,825594958,78200,313691437.9,787337001,988299233,860840592,747637594,5428956,1046311,558961972,990605033
77315,1086568,429582924.3,233391900.3,184060768,839539386,79121,313752315.4,724900615,977174202,822924141,730364960,5556269,975265,533432975,981840831
77320,1069137,420807370.3,236702071.8,177779335.5,826800638,78405,313762460.5,750679612,986161597,850031442,745620164,5442413,1037628,555949429,988363201
77324,1082531,421925430.8,234676045.5,179790583.2,831046692,78213,313770576.3,767316318,988633603,829169831,743663580,5456591,1029455,553035520,994305787
77345,1070010,406649930.3,244821703.7,166100441.3,798461887,78693,313813181,767022353,982870141,848919354,771703516,5257611,1150191,595526317,989171840
77350,1056679,416553645.2,238052762.7,174983747.5,820614848,78059,313823324.2,817670564,990917127,870530575,753380334,5385309,1070157,567581927,993176126
77361,1078140,400497381.3,247427608.9,161864467.4,786334631,78594,313845637.9,703857702,984311780,836337597,783639675,5176993,1204268,614091141,993995354
77394,1055554,407878494.8,243747093.1,167336762.7,801796389,78116,313912569.6,752742764,990757335,872883422,769622752,5270157,1140551,592319180,991167741
77398,1056265,407954138.2,242603419,168156796.8,803960227,77964,313920681.5,799607418,992740239,871753749,769499932,5270861,1139976,592130145,995707085
77402,1066856,404654922.2,245686574.7,164703717.6,794586598,78556,313928793.3,687565512,985309843,854575502,775793833,5227965,1168148,601856072,991279325
77430,1073469,424835295.9,233099861.1,182254632.8,836030549,78082,313985569.7,721594722,991649804,844384220,739075996,5486701,1009828,546233328,995535547
77440,1060302,411366651.4,241188580.4,170558096.4,810086425,78059,314005844.4,808215747,992070101,865597607,763323530,5312069,1112444,582662811,993778599
77490,1068934,422158821.1,235367308.5,179361706.5,830155040,78083,314107198.8,811158798,992405517,852223965,744049829,5447914,1029955,553610148,992964610
77502,1050945,387973825.2,256218984.3,151422747.3,750911577,78712,314131518.9,815776178,984627503,881785184,809671938,5005985,1327106,655568647,992680056
77520,1081174,421985043.8,235706432.3,179029922.8,829460184,78423,314167995.7,811014396,988485521,833359598,744500309,5443564,1031627,554280711,992328329
77528,1071144,411667908.2,243962769.8,168742103,805481936,79378,314184206.2,769554514,976693794,849127147,763198199,5309926,1111265,582471491,982874644
77533,1045499,400800538.8,247301498.1,162069595.9,786948350,78328,314194337.3,776712548,989850373,891351930,783916954,5169419,1204209,614525790,995959465
77538,1059981,414488042.7,241243401.5,171813214.4,813169168,78881,314204468.2,809813260,982974354,867218028,758054361,5345612,1088876,574646414,987318475
77559,1070102,418693416.8,237617099.3,176205087.1,823359263,78389,314247014.1,754464981,989411780,851121798,750542047,5398386,1056681,563313364,992586804
77590,1074368,409116719.3,245292108.9,166787558.4,800325986,79050,314309809.4,798883890,981530677,844713601,768264396,5272802,1133089,590230183,984430510
77593,1059919,405248927.1,245893131.7,164806932.3,794877002,78724,314315885.7,688833848,985633352,867934702,775611889,5222751,1165888,601573802,991435328
77606,1067024,407859894.8,244524520.1,166797135.4,800351775,78338,314342215,806379884,990655876,856558024,770711264,5255520,1143832,593995852,990768066
77622,1072203,420789767.4,238097276.5,176730189.2,824518989,79514,314374617.2,744254279,976205448,848478138,747106136,5421012,1041812,558167579,986450618
77679,1090980,414484402.9,240979369.8,171999953,813621081,78540,314490023,795239558,989037433,820124738,758749957,5335862,1090885,575701498,990206306
77684,1064664,402266504.5,247689077.7,162407849.4,787954253,78407,314500144.3,682312435,990778885,861224359,781820363,5178241,1193411,611243079,992706740
77728,1053386,405423742.9,245362623,165234516.2,796073138,78359,314589197.7,807270084,991947319,880262646,775951590,5215929,1166407,602100869,994878458
77735,1059634,412722025.8,242335599.7,170310109.8,809467849,78734,314603363,797069499,987311708,869990874,762264535,5309346,1105716,581047221,989582160
77736,1064369,420109883.3,236451283.8,177672912.8,826571319,78292,314605386.6,664637483,992898380,862278623,748864521,5404316,1048416,560798071,996386268
77772,1069897,421940635.3,235638706.4,179062532.5,829528676,78533,314678225.9,802799455,990309806,853786320,745787913,5425354,1035307,556199612,995945110
77787,1082712,399568747.4,249724030.2,160004124.2,780637648,79288,314708570.7,751637839,981069014,833855862,787620585,5136703,1219362,620346186,992579482
77794,1085037,412394525.6,243120966.7,169625241,807742903,79744,314722730.6,796367954,975546750,830360861,763159332,5301110,1109194,582412166,987918039
77805,1076812,410953158,245273535.3,167548919.4,802359820,79744,314744980.5,720389986,975684691,843213591,765890161,5281835,1121064,586587739,982821419
77809,1075410,410585687.6,243116501.1,168884335.6,805848902,78761,314753071.1,765896921,987912799,845457063,766595331,5276841,1124135,587668401,992479875
77815,1075607,432770169.9,230696365.7,187592972.5,846071765,78443,314765206.4,850251311,991994187,845212567,727326485,5561526,960045,529003816,992373982
77837,1082476,416273619.7,240626390.2,172995829.5,816002326,79765,314809698.8,719793227,975828998,834755714,756256664,5348017,1079070,571924141,989404912
77843,1073266,421122808.1,237194488.6,177543251.8,826291282,79040,314821832,670915751,984855769,849209191,747577253,5409900,1042301,558871749,992239076
77868,1085675,432677568.8,233029434.6,185675071.3,842577408,79631,314872381.9,759347025,977860381,830174156,727729849,5556552,961315,529590733,983317972
77878,1093529,427374893.6,233537848.3,183000270.3,837493504,78711,314892599.6,800793822,989416981,818397029,736806500,5487749,997672,542883819,993478855
77929,1066917,415605434.6,241498255.9,172094590.5,813849450,78924,314995689.6,812776387,987392935,860295591,757920045,5333129,1085564,574442794,988584975
77939,1070502,424323534.6,236126288.1,179701945.9,830863013,78917,315015899.4,652837459,987607233,854652815,742395540,5444303,1020149,551151137,990429318
77949,1084240,434377510.2,230317267.5,188599628.2,847857763,79294,315036107.9,679152073,983037809,833238947,725258791,5572586,951061,526000314,992034636
77962,1050313,388466255.4,256860768.3,151236118.3,750194067,78652,315062377,725619404,991227178,888086675,811041815,4982764,1329913,657788826,994814287
77972,1077810,415490394.1,243159965.2,170871217.9,810862962,79627,315082582.5,779447193,979215593,843459280,758339030,5328713,1087065,575078085,982642927
77977,1055268,402556931.3,247728032.4,162499547.4,788225644,78830,315092684.7,739363770,989179246,879935520,782728256,5162509,1195321,612663523,995575451
77995,1077542,406629636.1,244814306.5,166097170.5,798452947,78742,315129050.2,789423077,990513322,844127818,774978069,5213535,1160031,600591007,997564670
78004,1080753,433656758,230140815,188431051.6,847560932,78679,315147231.4,746528343,991420837,839216160,726720443,5559417,956486,528122603,995146974
78015,1061146,411398514.8,243217338.6,169148514.4,806527598,79258,315169451.4,772425743,984317041,870638152,766092827,5273326,1120443,586898220,992729620
78046,1080801,413421349.4,243191401.7,169998341.4,808685654,79645,315232062.9,793029518,979923410,839593442,762495849,5297150,1104516,581399920,988370221
78049,1073178,423509416.4,236132950.5,179352104.6,830134993,78635,315238121.5,768395456,992547848,851596141,744347373,5426199,1027491,554053012,993705737
78063,1076480,422101917.4,237884844.9,177439600.1,826066910,79341,315266393,740565411,983892313,846531592,746896378,5407196,1037990,557854199,989854259
78075,1087899,421520930.1,237685963.8,177343635.9,825858772,79019,315290623.8,770335070,988053506,828981239,747983318,5398923,1042448,559479044,992200478
78095,1067985,424640606.9,235840234.8,180054352.1,831591446,78888,315331004.3,801739095,989947774,860404726,742583255,5437488,1019903,551429891,992873518
78098,1113014,432349970.4,235352501.1,183703155.3,838854004,81009,315337060.9,760655291,964065721,792224961,729356037,5535993,966348,531960228,977227724
78107,1073854,408985979.3,247221693,165432885.1,796624309,79803,315355230.1,788959596,978747666,851156349,771066115,5236227,1141733,594542953,983569561
78114,1072209,411030364.3,243347579,168906699.6,805906502,78908,315369360.9,807004494,989937649,853846583,767265361,5261930,1124882,588696134,994347212
78121,1069584,412380111.2,242373787.9,170142206.7,809047225,78892,315383491.1,702185989,990227146,858119681,764788317,5278736,1113973,584901169,995163757
78139,1153901,429634375.1,233106678.2,184308050.9,840010659,79379,315419823.1,746113742,984378740,737463641,734158720,5498335,985305,538989027,993400170
78169,1084094,415952507.8,242263587.6,171694191.4,812880227,79666,315480367,741331892,981209048,835815727,758452855,5321195,1086184,575250733,987672094
78182,1058600,406857178.1,246494280.2,165057452,795579159,79204,315506599.1,748009950,987096611,876703743,775472613,5203975,1160863,601357774,992585819
