Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
17241379,76923.077,0,208895503,0,993592.814,2088.95503,0,7,0
56603774,230769.231,0,5123693783,0,993592.814,51230.82011,85714.2857,7,0
125000000,230769.231,0,491600529,0,993592.814,4916.00529,84210.5263,7,0
62500000,21739.13,0,7989351852,608695.652,993592.814,79893.51852,0,1,0
57142857,43478.261,0,9861226852,608695.652,993592.814,87655.09259,0,1,0
10416667,21739.13,0,8201851852,608695.652,993592.814,82018.51852,0,1,0
40000000,21739.13,0,8813541667,608695.652,993592.814,88135.41667,0,1,0
100000000,47619.048,0,181878,142857.143,993592.814,1.81878,0,7,0
45454545,28571.429,0,2174305556,485714.286,993592.814,21743.05556,0,1,0
66666667,28571.429,0,2451967593,485714.286,993592.814,24519.67593,0,1,0
500000000,44444.444,0,7326851852,600000,993592.814,73268.51852,0,3,0
49586777,153846.154,0,8812962963,538461.538,993592.814,61684.02778,81818.1818,1,0
43478261,62500,0,9927843915,437500,993528.095,99274.4709,0,7,0
25974026,51282.051,0,19907407,538461.538,993592.814,6.94444,0,1,0
43478261,125000,0,4987251984,0,0,49872.51984,100000,7,0
250000000,25641.026,0,9921990741,538461.538,993592.814,99219.90741,0,1,0
133333333,62500,0,7936508,437500,993528.095,79.36508,0,7,0
130434783,153846.154,0,1884375000,538461.538,993592.814,17449.07407,94117.6471,1,0
40000000,25641.026,0,461111111,538461.538,993592.814,4611.11111,0,1,0
0,25641.026,0,1305671296,538461.538,993592.814,13056.71296,0,1,0
0,23255.814,0,33069,581395.349,993528.095,0.33069,0,7,0
74468085,218750,50,4915294312,437500,993528.095,43966.76587,88461.5385,7,1
86206897,357142.857,0,3892030423,0,999935.281,38069.77513,75000,7,0
444444444,285714.286,0,9990079365,0,999935.281,11462.63228,66666.6667,7,0
142857143,200000,0,8779762,0,0,12.23545,87500,7,0
71428571,200000,0,281085,0,0,1.4881,87500,7,0
8264463,100000,0,214947,0,0,2.14947,81818.1818,7,0
111111111,100000,0,8106746032,0,0,81067.46032,100000,7,0
80000000,200000,0,327628968,0,0,3276.28968,75000,7,0
28571429,100000,0,1009077381,0,0,10090.77381,76190.4762,7,0
50000000,100000,0,1310912698,0,0,13109.12698,100000,7,0
238095238,500000,100,7111359127,0,0,71107.14286,100000,7,1
30211480,256410.256,50,9853935185,538461.538,993592.814,83267.36111,84821.4286,1,1
93750000,76923.077,0,9887731481,538461.538,993592.814,98636.57407,0,1,0
37735849,250000,0,1040558862,0,0,10405.58862,85714.2857,7,0
11235955,125000,0,6383812831,0,0,63838.12831,84375,7,0
76923077,222222.222,0,346626984,0,0,3436.83862,76923.0769,7,0
37735849,222222.222,0,213062169,0,0,2129.46429,78260.8696,7,0
11235955,111111.111,0,883498677,0,0,8834.98677,84375,7,0
62500000,111111.111,0,1056134259,0,0,10561.34259,90000,7,0
45454545,222222.222,0,2957341270,0,0,29568.78307,91666.6667,7,0
52631579,111111.111,0,5514897487,0,0,55148.97487,90909.0909,7,0
25641026,45454.545,0,5787037,181818.182,993592.814,57.87037,0,3,0
22222222,45454.545,0,4031172840,181818.182,993592.814,40311.7284,0,3,0
142857143,25641.026,0,881944444,538461.538,993592.814,8819.44444,0,1,0
23255814,125000,0,99206,0,0,0.99206,91666.6667,7,0
6042296,166666.667,0,8741990741,0,0,28582.40741,84821.4286,5,0
28571429,31250,0,5316567460,437500,0,53165.6746,0,7,0
88235294,105882.353,0,2703406085,788235.294,993528.095,9900.29762,88888.8889,7,0
28571429,125000,0,57060185,0,0,570.60185,76190.4762,1,0
38461538,31250,0,33069,437500,0,0.33069,0,7,0
51724138,157894.737,0,4588541667,52631.579,0,38299.76852,61111.1111,5,0
33333333,52631.579,0,5637523148,52631.579,0,56375.23148,0,5,0
1000000000,105263.158,0,7664328704,52631.579,0,76600.46296,100000,5,0
500000000,47619.048,0,9797271825,142857.143,993528.095,97972.71825,0,7,0
28571429,47619.048,0,9614136905,142857.143,993528.095,96141.36905,0,7,0
222222222,95238.095,0,9614384921,142857.143,993528.095,96027.28175,0,7,0
10416667,47619.048,0,9878240741,142857.143,993528.095,98782.40741,0,7,0
8695652,125000,0,4453009259,0,0,44530.09259,87755.102,1,0
31250000,47619.048,0,9926951058,142857.143,993528.095,99269.51058,0,7,0
90909091,150000,50,411111111,100000,0,2827.5463,73684.2105,1,1
100000000,125000,0,1356597222,0,0,13565.97222,85714.2857,1,0
250000000,41666.667,0,694444,250000,993592.814,6.94444,0,1,0
44444444,83333.333,0,810185,250000,993592.814,2.31481,0,1,0
22727273,23809.524,0,9089081790,571428.571,0,90890.8179,0,3,0
57142857,100000,0,2310416667,100000,0,23034.72222,100000,1,0
25000000,47619.048,0,7385482804,142857.143,993592.814,73854.82804,0,7,0
75000000,142857.143,0,9649983466,142857.143,993592.814,92181.87831,91666.6667,7,0
28571429,100000,0,7605092593,0,0,76050.92593,94736.8421,1,0
142857143,500000,100,9358217593,0,0,80245.37037,87500,1,1
33333333,125000,0,9798842593,0,0,97988.42593,100000,1,0
333333333,142857.143,0,8051527778,0,999935.281,80515.27778,100000,5,0
57142857,23529.412,0,1537698,788235.294,993528.095,4.29894,0,7,0
77922078,70588.235,0,4283300265,788235.294,993528.095,39825.72751,0,7,0
500000000,23529.412,0,9687450397,788235.294,993528.095,96866.89815,0,7,0
47619048,700000,50,69675926,0,0,693.28704,81250,7,1
3021148,58823.529,0,8529583333,0,0,85295.83333,0,5,0
45454545,31250,0,6805246914,437500,967640.476,68052.46914,0,3,0
400000000,71428.571,0,909953704,357142.857,514607.147,9090.27778,0,1,0
142857143,178571.429,100,9280208333,357142.857,514607.147,92802.08333,76190.4762,1,1
666666667,142857.143,0,719699907,0,0,328.22717,50000,5,0
62500000,333333.333,0,7666473765,0,0,46266.58951,92307.6923,3,0
235294118,363636.364,0,9957870370,0,993592.814,98137.73148,100000,1,0
19607843,32258.065,0,9990316358,709677.419,993592.814,99903.16358,0,3,0
34482759,47619.048,0,1964722222,142857.143,993592.814,19647.22222,0,5,0
45454545,47619.048,0,2219421296,142857.143,993592.814,22194.21296,0,5,0
38961039,142857.143,0,6589606481,142857.143,993592.814,65896.06481,92307.6923,5,0
26086957,142857.143,50,6177152778,142857.143,993592.814,61771.52778,92682.9268,5,0
8695652,35714.286,0,179050926,357142.857,514607.147,1790.50926,0,1,0
25000000,30303.03,0,9872288360,454545.455,993592.814,98722.8836,0,7,0
66666667,30303.03,0,9936177249,454545.455,993592.814,99361.77249,0,7,0
25000000,25000,0,617284,550000,0,6.17284,0,3,0
18518519,50000,0,2469136,550000,0,0.3858,0,3,0
52631579,25000,0,606790123,550000,0,6067.90123,0,3,0
60606061,32258.065,0,8763310185,709677.419,993592.814,87625.77161,0,3,0
10204082,34482.759,0,9209027778,379310.345,993592.814,92090.27778,0,3,0
28571429,16129.032,0,9204899691,709677.419,993592.814,92048.99691,0,3,0
12987013,47619.048,0,1567063492,142857.143,993592.814,15670.63492,0,7,0
200000000,80645.161,0,9802970679,709677.419,993592.814,97608.02469,0,3,0
46153846,142857.143,0,5072486772,142857.143,993592.814,50724.20635,92307.6923,7,0
25000000,16129.032,0,9581095679,709677.419,993592.814,95810.95679,0,3,0
62500000,40000,0,494984568,280000,0,4949.84568,0,3,0
3021148,40000,0,8202854938,280000,0,82028.54938,0,3,0
171428571,240000,100,8474344136,280000,0,84743.44136,85714.2857,3,1
352941176,857142.857,50,2123618695,0,0,5628.22827,100000,5,0
66666667,200000,0,15123457,0,0,43.20988,63636.3636,3,0
45454545,181818.182,0,9925810185,0,993592.814,99250,91666.6667,1,0
31250000,34482.759,0,7502268519,379310.345,999935.281,75022.68519,0,5,0
12987013,29411.765,0,8922056878,470588.235,999935.281,89220.56878,0,7,0
8695652,41666.667,0,9974228395,250000,993528.095,99742.28395,0,3,0
33333333,66666.667,0,239880952,0,0,2398.80952,0,7,0
142857143,16393.443,0,49603,704918.033,993592.814,0.49603,0,7,0
86956522,131147.541,50,3090509259,704918.033,993592.814,1.98413,90322.5806,7,1
29411765,49180.328,50,198413,704918.033,993592.814,0.66138,0,7,0
17241379,16393.443,0,196560847,704918.033,993592.814,1965.60847,0,7,0
1000000000,49180.328,0,7564599868,704918.033,993592.814,75645.99868,0,7,0
108695652,81967.213,0,2879761905,704918.033,993592.814,28795.96561,0,7,0
107843137,523809.524,100,29166667,142857.143,993592.814,248.84259,88888.8889,1,1
76923077,86956.522,0,9829783951,217391.304,993592.814,98297.83951,0,3,0
10416667,34482.759,0,9776990741,379310.345,999935.281,97769.90741,0,5,0
200000000,103448.276,0,9795185185,379310.345,999935.281,97950.23148,100000,5,0
0,34482.759,0,9987662037,379310.345,999935.281,99876.62037,0,5,0
111111111,34482.759,0,9801504630,379310.345,999935.281,98015.0463,0,5,0
15384615,29411.765,0,9154150132,470588.235,999935.281,91541.50132,0,7,0
18867925,34482.759,0,9833912037,379310.345,999935.281,98339.12037,0,5,0
666666667,117647.059,50,9520866402,470588.235,999935.281,95204.53042,100000,7,1
40000000,55555.556,0,578704,0,999935.281,5.78704,0,1,0
166666667,55555.556,0,347222,0,999935.281,3.47222,0,1,0
10204082,55555.556,0,694444,0,999935.281,6.94444,0,1,0
100000000,55555.556,0,160300926,0,999935.281,1603.00926,0,1,0
111111111,71428.571,0,1092978395,0,0,10929.78395,0,3,0
1000000000,300000,0,8928310185,0,993528.095,89282.52315,100000,10,1
18518519,100000,0,9112708333,0,993528.095,91127.08333,95000,10,0
100000000,41666.667,0,1388889,250000,0,13.88889,0,1,0
195652174,562500,100,8161180556,437500,993592.814,81594.90741,90322.5806,5,1
27027027,100000,0,34722,0,993528.095,0.34722,77777.7778,10,0
21739130,100000,0,69444,0,993528.095,0.69444,94117.6471,10,0
28571429,55555.556,0,4912685185,0,0,49126.85185,0,10,0
500000000,125000,0,9347916667,0,993592.814,93479.16667,100000,1,0
66666667,55555.556,0,6722430556,0,0,67224.30556,0,10,0
117647059,222222.222,50,6684398148,0,0,66842.93981,100000,10,0
50000000,111111.111,0,7087361111,0,0,70873.61111,100000,10,0
11627907,100000,0,2471114418,0,0,24711.14418,85714.2857,7,0
52631579,100000,0,44990079,0,0,449.90079,72727.2727,7,0
250000000,100000,0,3117328042,0,0,31173.28042,66666.6667,7,0
115384615,300000,0,6229728836,0,0,56095.07275,91666.6667,7,0
74074074,83333.333,0,5555556,250000,0,55.55556,0,1,0
222222222,400000,0,8199917328,0,0,62268.18783,100000,7,0
142857143,41666.667,0,1191435185,250000,0,11914.35185,0,1,0
43478261,166666.667,0,69444,0,0,0.69444,88235.2941,5,0
166666667,166666.667,0,349305556,0,0,3493.05556,66666.6667,5,0
18518519,55555.556,0,4500611772,0,0,45006.11772,0,7,0
83333333,166666.667,0,6159930556,0,0,61599.30556,100000,5,0
20408163,55555.556,0,6213872354,0,0,62138.72355,0,7,0
15384615,200000,0,77160,0,0,0.7716,78260.8696,3,0
24590164,600000,0,1273148,0,0,4.24383,97674.4186,3,0
166666667,100000,0,9777754630,0,993528.095,97777.5463,100000,10,0
14084507,100000,0,9820914352,0,993528.095,98209.14352,93333.3333,10,0
33333333,47619.048,0,3177006173,142857.143,993592.814,31770.06173,0,3,0
22727273,58823.529,0,115741,0,993592.814,1.15741,0,7,0
71428571,58823.529,0,181878,0,993592.814,1.81878,0,7,0
315789474,352941.176,50,1369742063,0,993592.814,865.41005,100000,7,1
38461538,100000,0,5119143519,0,993528.095,51191.43519,80000,10,0
125000000,55555.556,0,8196990741,0,999935.281,81969.90741,0,1,0
86956522,111111.111,0,5183680556,0,999935.281,51829.86111,100000,1,0
100000000,31250,0,8275925926,437500,993592.814,82759.25926,0,5,0
150000000,93750,50,9410509259,437500,993592.814,94104.39815,0,5,0
46153846,166666.667,50,7528009259,0,999935.281,75199.07407,91666.6667,1,1
260869565,285714.286,100,9010918210,142857.143,993592.814,90106.09568,80000,3,1
9803922,47619.048,0,9838117284,142857.143,993592.814,98381.17284,0,3,0
117021277,207547.17,50,9989305556,660377.358,999935.281,99893.05556,80645.1613,5,1
222222222,43478.261,0,1129976852,608695.652,993592.814,11112.26852,0,1,0
20000000,43478.261,0,1115625000,608695.652,993592.814,11156.25,0,1,0
400000000,43478.261,0,1956712963,608695.652,993592.814,19553.24074,0,1,0
43478261,200000,0,92593,0,0,0.92593,80000,5,0
142857143,18867.925,0,555556,660377.358,999935.281,5.55556,0,5,0
100000000,18867.925,0,46296,660377.358,999935.281,0.46296,0,5,0
43478261,18867.925,0,13726852,660377.358,999935.281,137.26852,0,5,0
142857143,18867.925,0,20023148,660377.358,999935.281,200.23148,0,5,0
18518519,15873.016,0,6965823413,714285.714,993592.814,69658.23413,0,7,0
25641026,15873.016,0,7437037037,714285.714,993592.814,74370.37037,0,7,0
76923077,83333.333,0,9922916667,250000,993592.814,99214.12037,0,1,0
66666667,37037.037,0,9255925926,333333.333,546966.67,92559.25926,0,5,0
15384615,37037.037,0,9760208333,333333.333,546966.67,97602.08333,0,5,0
266666667,86956.522,0,6381365741,608695.652,993592.814,63784.72222,0,1,0
66666667,21739.13,0,4282407,608695.652,993592.814,42.82407,0,1,0
63492063,86956.522,50,7573958333,608695.652,993592.814,75026.62037,0,1,0
65217391,65217.391,0,2831250000,608695.652,993592.814,2072.91667,0,1,0
333333333,21739.13,0,307060185,608695.652,993592.814,3070.60185,0,1,0
31250000,21739.13,0,316782407,608695.652,993592.814,3167.82407,0,1,0
117647059,200000,0,1649355159,0,0,16491.7328,88888.8889,7,0
55555556,100000,0,4953306878,0,0,49533.06878,100000,7,0
22727273,50000,0,9932638889,100000,0,99326.38889,0,1,0
27777778,23255.814,0,5674953704,581395.349,993592.814,56749.53704,0,5,0
200000000,18867.925,0,9493832672,660377.358,993592.814,94938.32672,0,7,0
18518519,18867.925,0,9796858466,660377.358,993592.814,97968.58466,0,7,0
500000000,136363.636,50,41087963,181818.182,0,54.39815,66666.6667,1,1
0,45454.545,0,232870370,181818.182,0,2328.7037,0,1,0
48387097,136363.636,0,299884259,181818.182,0,1094.90741,75000,1,0
130434783,136363.636,0,7898379630,181818.182,0,7100.69444,66666.6667,1,0
250000000,200000,0,134282407,0,0,1342.82407,100000,5,0
83333333,90909.091,0,1241550926,0,0,12415.50926,0,7,0
62500000,400000,0,55995370,0,0,543.98148,81250,5,0
333333333,200000,0,4337523148,0,0,43375.23148,100000,5,0
64814815,636363.636,100,9530224868,0,0,2520.66799,82142.8571,7,1
45454545,58823.529,0,11857921,0,993592.814,118.57921,0,3,0
22222222,58823.529,0,15307497,0,993592.814,153.07497,0,3,0
45454545,58823.529,0,3014714601,0,993592.814,30147.14601,0,3,0
117647059,51282.051,0,185185,538461.538,999935.281,1.15741,0,10,0
200000000,25641.026,0,5868056,538461.538,999935.281,58.68056,0,10,0
9803922,29411.765,0,3156878307,470588.235,676404.764,31568.78307,0,7,0
58823529,25641.026,0,11284722,538461.538,999935.281,112.84722,0,10,0
83333333,51282.051,0,19467593,538461.538,999935.281,193.40278,0,10,0
333333333,29411.765,0,4690757275,470588.235,676404.764,46907.57275,0,7,0
137931034,117647.059,0,5069113757,470588.235,676404.764,50689.98016,82352.9412,7,0
90909091,142857.143,0,5266204,0,0,52.66204,80000,10,0
37037037,285714.286,0,2172025463,0,0,21720.25463,80645.1613,10,0
300000000,109090.909,0,9688442460,672727.273,993592.814,96883.76323,100000,7,0
44444444,36363.636,0,9872486772,672727.273,993592.814,98724.04101,0,7,0
85714286,90909.091,0,211574074,454545.455,999935.281,2115.74074,0,1,0
58823529,18181.818,0,9944411376,672727.273,993592.814,99444.11376,0,7,0
55555556,30303.03,0,810185,454545.455,999935.281,8.10185,0,1,0
11235955,30303.03,0,1157407,454545.455,999935.281,11.57407,0,1,0
142857143,35714.286,0,2127584877,357142.857,993592.814,21275.84877,0,3,0
69767442,375000,50,75347222,0,0,751.15741,86666.6667,5,0
30769231,133333.333,0,9027778,0,0,54.39815,91666.6667,1,0
333333333,133333.333,0,3317013889,0,0,26702.5463,50000,1,0
171428571,400000,50,3528240741,0,0,32527.77778,85714.2857,1,1
90909091,66666.667,0,3754398148,0,0,37543.98148,0,1,0
74074074,205128.205,0,6642083333,538461.538,999935.281,36476.85185,82142.8571,10,0
26315789,25641.026,0,1069189815,538461.538,999935.281,10691.89815,0,10,0
16528926,68965.517,0,9986643519,379310.345,999935.281,99864.12037,0,5,0
181818182,68965.517,0,9993958333,379310.345,999935.281,99861.11111,0,5,0
100000000,206896.552,0,9993495370,379310.345,999935.281,99934.9537,86666.6667,5,0
0,30303.03,0,5555556,454545.455,999935.281,55.55556,0,1,0
571428571,121212.121,0,88888889,454545.455,999935.281,98.37963,66666.6667,1,0
153846154,117647.059,0,5823263889,470588.235,676404.764,51008.59788,80000,7,0
1000000000,58823.529,0,6858862434,470588.235,676404.764,68588.62434,0,7,0
200000000,29411.765,0,6665691138,470588.235,676404.764,66656.91138,0,7,0
15384615,18181.818,0,8684110450,672727.273,993592.814,86841.1045,0,7,0
142857143,29411.765,0,7459275794,470588.235,676404.764,74592.75794,0,7,0
14925373,18181.818,0,8862764550,672727.273,993592.814,88627.6455,0,7,0
684210526,236363.636,100,9927761243,672727.273,993592.814,87230.65476,100000,7,1
250000000,250000,0,6251322751,0,0,62512.23545,75000,7,0
64935065,111111.111,0,5781057099,600000,993592.814,57810.57099,77419.3548,3,0
90909091,58823.529,0,744031085,0,993528.095,7440.31085,0,7,0
21739130,200000,0,8756666667,0,0,87566.66667,83333.3333,5,0
76923077,28571.429,0,4414930556,485714.286,993592.814,44149.30556,0,1,0
90909091,28571.429,0,5014930556,485714.286,993592.814,50149.30556,0,1,0
266666667,160000,50,246412037,280000,999935.281,94.1358,100000,3,0
32786885,80000,0,356828704,280000,999935.281,989.19753,0,3,0
27027027,40000,0,2493981481,280000,999935.281,24939.81481,0,3,0
151515152,87719.298,0,59490741,684210.526,993592.814,8.10185,0,1,0
12987013,32258.065,0,82672,419354.839,993592.814,0.82672,0,7,0
55555556,32258.065,0,49603,419354.839,993592.814,0.49603,0,7,0
9803922,32258.065,0,1967593,419354.839,993592.814,19.67593,0,7,0
142857143,83333.333,0,11149691,0,0,111.49691,0,3,0
100000000,166666.667,0,13348765,0,0,133.48765,100000,3,0
60000000,65217.391,0,8906712963,608695.652,993592.814,89067.12963,0,1,0
166666667,83333.333,0,75733025,0,0,757.33025,0,3,0
200000000,21739.13,0,9952662037,608695.652,993592.814,99526.62037,0,1,0
500000000,62500,0,131001984,0,0,1310.01984,0,7,0
181818182,70175.439,0,116435185,684210.526,993592.814,5.78704,0,1,0
95238095,35087.719,0,59490741,684210.526,993592.814,559.02778,0,1,0
86956522,57142.857,0,5397222222,485714.286,993592.814,53966.43519,0,1,0
333333333,57142.857,0,6381828704,485714.286,993592.814,63802.08333,0,1,0
50000000,28571.429,0,6627893519,485714.286,993592.814,66278.93519,0,1,0
12500000,28571.429,0,8514004630,485714.286,993592.814,85140.0463,0,1,0
38461538,28571.429,0,8984606481,485714.286,993592.814,89846.06481,0,1,0
8196721,47619.048,0,227529762,142857.143,993592.814,2275.29762,0,7,0
125000000,95238.095,0,351554233,142857.143,993592.814,3514.88095,0,7,0
6042296,95238.095,0,485995370,142857.143,993592.814,4856.97751,0,7,0
9259259,55555.556,0,5253665123,0,0,52536.65123,0,3,0
10416667,32258.065,0,9776521164,419354.839,993592.814,97765.21164,0,7,0
52631579,166666.667,0,9771742725,0,0,97717.42725,71428.5714,7,0
166666667,17543.86,0,8806944444,684210.526,993592.814,88069.44444,0,1,0
62500000,111111.111,0,2592593,0,0,25.92593,87500,5,0
37037037,111111.111,0,153611111,0,0,1536.11111,100000,5,0
150000000,69767.442,0,7267278439,581395.349,993528.095,30737.59921,0,7,0
714285714,116279.07,0,43121693,581395.349,993528.095,209.16005,100000,7,0
142857143,128205.128,0,4261111111,538461.538,993592.814,42611.11111,73684.2105,1,0
230769231,176470.588,0,5844427910,0,0,614.25265,100000,7,0
333333333,235294.118,0,3082093254,0,0,9395.00661,100000,7,0
83333333,136363.636,50,2367245370,181818.182,993592.814,23669.36728,81818.1818,3,0
130434783,136363.636,0,9392206790,181818.182,993592.814,32073.68827,100000,3,0
18867925,23255.814,0,5476339286,581395.349,993528.095,54763.39286,0,7,0
80000000,93023.256,100,6756646825,581395.349,993528.095,67564.98016,0,7,0
30303030,23255.814,0,6759408069,581395.349,993528.095,67594.08069,0,7,0
125000000,23255.814,0,7092923280,581395.349,993528.095,70929.2328,0,7,0
52631579,23255.814,0,7403819444,581395.349,993528.095,74038.19444,0,7,0
50000000,90909.091,0,4487422840,181818.182,993592.814,44872.29938,0,3,0
1000000000,116279.07,100,8794527116,581395.349,993528.095,87943.78307,100000,7,1
125000000,279069.767,100,9875529101,581395.349,993528.095,94397.32143,100000,7,1
300000000,93750,50,9984937169,437500,993528.095,99846.23016,0,7,0
113207547,428571.429,0,36149691,0,0,340.27778,85714.2857,3,0
47619048,71428.571,0,49603,0,0,0.49603,0,7,0
133333333,142857.143,0,927331349,0,0,9273.31349,100000,7,0
166666667,25641.026,0,2011574074,538461.538,993592.814,20115.74074,0,1,0
0,25641.026,0,2368402778,538461.538,993592.814,23684.02778,0,1,0
11235955,58823.529,0,4619345238,0,0,46193.45238,0,7,0
228571429,470588.235,50,5923429233,0,0,0.16534,76923.0769,7,1
142857143,58823.529,0,9444064153,0,0,94440.64153,0,7,0
29411765,45454.545,0,5786304012,181818.182,993592.814,57863.04012,0,3,0
90909091,45454.545,0,6665007716,181818.182,993592.814,66650.07716,0,3,0
29411765,45454.545,0,7818132716,181818.182,993592.814,78181.32716,0,3,0
44776119,300000,0,2715839947,0,0,2.48016,80645.1613,7,0
27027027,100000,0,441021825,0,0,4410.21825,93333.3333,7,0
166666667,100000,0,4553984788,0,0,45539.84788,100000,7,0
0,58823.529,0,3841126543,0,0,38411.26543,0,3,0
62500000,58823.529,0,5468904321,0,0,54689.04321,0,3,0
200000000,235294.118,0,6027970679,0,0,36548.22531,91666.6667,3,0
100000000,58823.529,0,6015239198,0,0,60152.39198,0,3,0
1000000000,62500,0,4514318783,437500,993528.095,45142.52646,0,7,0
9063444,93750,0,6738988095,437500,993528.095,43980.65476,0,7,0
13605442,62500,0,7635813492,437500,993528.095,76357.47355,0,7,0
136363636,93750,0,8424239418,437500,993528.095,84241.40212,0,7,0
90909091,218750,50,9650413360,437500,993528.095,18323.57804,83333.3333,7,1
300000000,272727.273,100,7882137346,181818.182,993592.814,78811.34259,100000,3,1
12987013,58823.529,0,6587152778,0,0,65871.52778,0,3,0
125000000,23529.412,0,6828472222,788235.294,993528.095,68284.06085,0,7,0
24691358,23529.412,0,6899388228,788235.294,993528.095,68986.27646,0,7,0
62500000,200000,0,1041667,0,0,10.41667,90000,1,0
166666667,200000,0,6575810185,0,0,65758.10185,80000,1,0
41666667,200000,0,9096759259,0,0,90967.59259,84210.5263,1,0
142857143,47619.048,0,9227265212,142857.143,993592.814,92272.65212,0,7,0
363636364,200000,50,885185185,100000,0,8714.12037,83333.3333,1,1
62500000,95238.095,0,9264616402,142857.143,993592.814,92645.66799,0,7,0
45454545,50000,0,4003703704,100000,0,40037.03704,0,1,0
50000000,50000,0,9339930556,100000,0,93399.30556,0,1,0
10000000,50000,0,8384490741,100000,0,83844.90741,0,1,0
333333333,150000,0,1504630,100000,0,6.94444,66666.6667,1,0
83333333,47619.048,0,4359568,571428.571,0,14.66049,0,3,0
269230769,166666.667,0,5044097222,571428.571,0,23454.47531,80000,3,0
23255814,23809.524,0,1867476852,571428.571,0,18674.76852,0,3,0
67796610,95238.095,100,9805131173,571428.571,0,98045.91049,0,3,0
76923077,23809.524,0,9909606481,571428.571,0,99096.06481,0,3,0
66666667,62500,0,6630291,437500,0,66.30291,0,7,0
57142857,62500,0,349718915,437500,0,3488.26058,0,7,0
500000000,93750,0,113905423,437500,0,47.61905,0,7,0
250000000,31250,0,333482143,437500,0,3334.82143,0,7,0
28571429,31250,0,521428571,437500,0,5214.28571,0,7,0
16393443,23529.412,0,43320106,788235.294,993528.095,431.21693,0,7,0
37037037,181818.182,0,6896219136,0,993592.814,38294.36728,80645.1613,3,0
100000000,90909.091,0,7754243827,0,993592.814,77542.43827,0,3,0
19230769,142857.143,0,413888889,0,0,4138.88889,76000,3,0
26315789,142857.143,0,77160,0,0,0.7716,92307.6923,3,0
86956522,285714.286,0,29938272,0,0,299.38272,88235.2941,3,0
22727273,41666.667,0,694444,250000,993592.814,6.94444,0,1,0
134615385,291666.667,50,9959143519,250000,993592.814,99365.74074,76000,1,1
0,37037.037,0,7478406085,333333.333,514607.147,74784.06085,0,7,0
53191489,185185.185,0,8060284392,333333.333,514607.147,69039.5172,88461.5385,7,0
90909091,71428.571,0,9408356481,0,999935.281,94083.56481,0,5,0
555555556,357142.857,50,9094884259,0,999935.281,90799.76852,100000,5,1
58823529,37037.037,0,7669725529,333333.333,514607.147,76697.25529,0,7,0
92592593,156250,0,8729927249,437500,0,87295.30423,100000,7,0
76923077,31250,0,9010879630,437500,0,90108.7963,0,7,0
8403361,23809.524,0,5586342593,571428.571,0,55863.42593,0,3,0
76923077,47619.048,0,6024151235,571428.571,0,60241.51235,0,3,0
57142857,47619.048,0,6565663580,571428.571,0,65656.6358,0,3,0
500000000,40816.327,0,148810,632653.061,993592.814,0.16534,0,7,0
111111111,71428.571,0,60052910,0,0,600.5291,0,7,0
250000000,71428.571,0,84292328,0,0,842.92328,0,7,0
15105740,357142.857,100,383482143,0,0,3831.84524,84821.4286,7,1
28571429,71428.571,0,847470238,0,0,8474.70238,0,7,0
111111111,74074.074,0,1400446429,333333.333,514607.147,1786.04497,0,7,0
125000000,45454.545,0,343105159,590909.091,0,3369.37831,0,7,0
173913043,90909.091,50,5902778,590909.091,0,0.49603,0,7,0
40000000,22727.273,0,16369048,590909.091,0,163.69048,0,7,0
57142857,45454.545,0,463624339,590909.091,0,4631.11772,0,7,0
28571429,55555.556,0,13194444,0,0,131.94444,0,1,0
142857143,71428.571,0,1725000000,357142.857,514607.147,17237.26852,0,1,0
115384615,142857.143,50,4549619709,142857.143,993592.814,45494.87434,91666.6667,7,1
10869565,16129.032,0,9614853395,709677.419,993592.814,96148.53395,0,3,0
227272727,80645.161,0,9677584877,709677.419,993592.814,96775.84877,0,3,0
166666667,47619.048,0,6756216931,142857.143,993592.814,67562.16931,0,7,0
13333333,66666.667,0,9988125000,0,0,99881.25,0,5,0
83333333,222222.222,100,16319444,0,0,67.12963,78947.3684,1,1
250000000,45454.545,0,6872172619,590909.091,0,68720.73413,0,7,0
12987013,90909.091,0,198413,0,0,1.98413,0,7,0
136363636,272727.273,50,149702381,0,0,1493.38624,100000,7,1
8695652,90909.091,0,3809970238,0,0,38099.70238,0,7,0
6802721,55555.556,0,18518519,0,0,185.18519,0,1,0
48780488,111111.111,0,223611111,0,0,5.78704,100000,1,0
25000000,55555.556,0,2099189815,0,0,20991.89815,0,1,0
19607843,200000,0,3818055556,0,0,38180.55556,88888.8889,3,0
45454545,100000,0,54089506,0,0,540.89506,77777.7778,3,0
0,100000,0,84876543,0,0,848.76543,100000,3,0
25000000,200000,0,639236111,0,0,745.75617,95454.5455,3,0
133333333,200000,0,6288541667,0,0,10846.83642,100000,3,0
20833333,35714.286,0,2079050926,357142.857,514607.147,20790.50926,0,1,0
222222222,71428.571,0,3307870370,357142.857,514607.147,33078.7037,0,1,0
14492754,83333.333,0,7474729938,250000,0,74747.29938,0,3,0
333333333,29411.765,0,9668138228,470588.235,999935.281,96681.38228,0,7,0
222222222,416666.667,50,6243827160,250000,0,31158.17901,81818.1818,3,0
500000000,333333.333,0,109413580,0,0,1094.1358,100000,3,0
